,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,quality,sum_ligne,bound_SO2
70,8.3,0.61,0.3,2.1,0.084,11.0,0.9972,3.4,0.61,10.2,6,76.60119999999999,39.0
1102,7.0,0.57,0.02,2.0,0.072,17.0,0.99575,3.36,0.61,10.2,5,50.827749999999995,9.0
1091,7.1,0.69,0.08,2.1,0.063,42.0,0.99608,3.42,0.6,10.2,6,77.24908,10.0
335,9.6,0.68,0.24,2.2,0.087,5.0,0.9988,3.14,0.6,10.2,5,55.7458,23.0
751,7.7,0.61,0.18,2.4,0.083,6.0,0.9963,3.29,0.6,10.2,6,46.0593,14.0
140,7.3,0.58,0.3,2.4,0.074,15.0,0.9968,3.46,0.59,10.2,5,80.9008,40.0
1085,6.6,0.7,0.08,2.6,0.106,14.0,0.99665,3.44,0.58,10.2,5,52.30265,13.0
101,6.9,0.49,0.1,2.3,0.074,12.0,0.9959,3.42,0.58,10.2,6,55.0599,18.0
307,8.0,0.67,0.3,2.0,0.06,38.0,0.9958,3.26,0.56,10.2,6,88.0458,24.0
315,8.6,0.53,0.22,2.0,0.1,7.0,0.9967,3.2,0.56,10.2,6,53.4067,20.0
957,8.2,0.44,0.24,2.3,0.063,10.0,0.99613,3.25,0.53,10.2,6,54.21913000000001,18.0
1055,7.1,0.875,0.05,5.7,0.0819999999999999,3.0,0.99808,3.4,0.52,10.2,3,42.92508,11.0
117,6.8,0.64,0.1,2.1,0.085,18.0,0.9956,3.34,0.52,10.2,5,125.7806,83.0
482,8.0,0.45,0.23,2.2,0.094,16.0,0.9962,3.21,0.49,10.2,6,54.8702,13.0
989,8.0,0.52,0.25,2.0,0.078,19.0,0.99612,3.3,0.48,10.2,5,84.82412,40.0
141,11.5,0.3,0.6,2.0,0.067,12.0,0.9981,3.11,0.97,10.1,6,56.6451,15.0
192,11.5,0.18,0.51,4.0,0.104,4.0,0.9996,3.28,0.97,10.1,6,54.6436,19.0
1005,9.9,0.57,0.25,2.0,0.104,12.0,0.9963,3.04,0.9,10.1,5,116.8603,77.0
1021,6.1,0.4,0.16,1.8,0.069,11.0,0.9955,3.42,0.74,10.1,7,48.7845,14.0
338,9.4,0.685,0.11,2.7,0.077,6.0,0.9984,3.19,0.7,10.1,6,58.9604,25.0
1090,7.9,0.29,0.49,2.2,0.096,21.0,0.99714,3.31,0.67,10.1,6,85.05314000000001,38.0
1101,6.5,0.63,0.33,1.8,0.059,16.0,0.99531,3.36,0.64,10.1,6,52.41431,12.0
648,6.8,0.41,0.31,8.8,0.084,26.0,0.99824,3.38,0.64,10.1,6,76.52224000000001,19.0
217,11.1,0.18,0.48,1.5,0.068,7.0,0.9973,3.22,0.64,10.1,6,43.2853,8.0
928,9.7,0.69,0.32,2.5,0.088,22.0,0.9979,3.29,0.62,10.1,5,119.30590000000001,69.0
1057,5.6,0.62,0.03,1.5,0.08,6.0,0.99498,3.66,0.62,10.1,4,36.20498,7.0
699,7.7,0.6,0.06,2.0,0.079,19.0,0.99697,3.39,0.62,10.1,6,66.54597,22.0
810,7.3,0.32,0.23,2.3,0.066,35.0,0.99588,3.43,0.62,10.1,5,95.36188,35.0
403,7.6,0.29,0.49,2.7,0.092,25.0,0.9971,3.31,0.61,10.1,6,86.1891,35.0
210,6.9,0.36,0.25,2.4,0.098,5.0,0.9964,3.41,0.6,10.1,6,41.1144,11.0
58,6.9,0.55,0.15,2.2,0.076,19.0,0.9961,3.41,0.59,10.1,5,64.97210000000001,21.0
506,10.6,1.025,0.43,2.8,0.08,21.0,0.9985,3.06,0.57,10.1,5,113.6635,63.0
497,10.6,1.02,0.43,2.9,0.076,26.0,0.9984,3.08,0.57,10.1,6,117.77439999999999,62.0
564,10.0,0.56,0.24,2.2,0.079,19.0,0.9991,3.18,0.56,10.1,6,85.91810000000001,39.0
967,8.3,0.85,0.14,2.5,0.093,13.0,0.99724,3.36,0.54,10.1,5,80.88024,41.0
1115,7.2,0.695,0.13,2.0,0.076,12.0,0.99546,3.29,0.54,10.1,5,45.02646,8.0
22,6.7,0.675,0.07,2.4,0.089,17.0,0.9958,3.35,0.54,10.1,5,106.91980000000001,65.0
104,7.5,0.6,0.03,1.8,0.095,25.0,0.995,3.35,0.54,10.1,5,124.00999999999999,74.0
53,6.7,0.75,0.12,2.0,0.086,12.0,0.9958,3.38,0.52,10.1,5,104.6518,68.0
963,6.1,0.34,0.25,1.8,0.084,4.0,0.99464,3.36,0.44,10.1,5,51.46864,24.0
962,6.1,0.32,0.25,1.8,0.086,5.0,0.99464,3.36,0.44,10.1,5,55.45064,27.0
150,8.2,0.57,0.26,2.2,0.06,28.0,0.9959,3.3,0.43,10.1,5,91.1159,37.0
966,11.6,0.475,0.4,1.4,0.091,6.0,0.99704,3.07,0.65,10.0333333333333,6,56.716373333333294,22.0
996,7.2,0.33,0.33,1.7,0.061,3.0,0.996,3.23,1.1,10.0,8,37.947,10.0
854,9.9,0.72,0.55,1.7,0.136,24.0,0.99752,3.35,0.94,10.0,5,80.29352,28.0
245,9.6,0.56,0.31,2.8,0.089,15.0,0.9979,3.11,0.92,10.0,6,74.3869,31.0
369,9.8,0.25,0.49,2.7,0.088,15.0,0.9982,3.42,0.9,10.0,6,61.6462,18.0
809,7.0,0.22,0.3,1.8,0.065,16.0,0.99672,3.61,0.82,10.0,6,44.811719999999994,4.0
272,13.7,0.415,0.68,2.9,0.085,17.0,1.0014,3.06,0.8,10.0,6,75.6414,26.0
175,10.8,0.32,0.44,1.6,0.063,16.0,0.9985,3.22,0.78,10.0,6,65.22149999999999,21.0
395,9.5,0.46,0.24,2.7,0.092,14.0,0.998,3.12,0.74,10.0,6,71.85000000000001,30.0
259,12.8,0.615,0.66,5.8,0.083,7.0,1.0022,3.07,0.73,10.0,7,76.7602,35.0
394,9.4,0.43,0.24,2.8,0.092,14.0,0.998,3.19,0.73,10.0,6,72.88000000000001,31.0
218,8.3,0.705,0.12,2.6,0.092,12.0,0.9994,3.51,0.72,10.0,5,55.0464,16.0
1067,6.4,0.31,0.09,1.4,0.066,15.0,0.99459,3.42,0.7,10.0,7,51.38059,13.0
797,10.0,0.43,0.33,2.7,0.095,28.0,0.9984,3.22,0.68,10.0,5,117.45339999999999,61.0
823,9.0,0.785,0.24,1.7,0.078,10.0,0.99692,3.29,0.67,10.0,5,47.759919999999994,11.0
1043,7.3,0.48,0.32,2.1,0.062,31.0,0.99728,3.3,0.65,10.0,7,79.20928,23.0
784,8.3,0.53,1e-12,1.4,0.07,6.0,0.99593,3.25,0.64,10.0,6,39.185930000001,8.0
665,10.1,0.43,0.4,2.6,0.092,13.0,0.99834,3.22,0.64,10.0,7,80.48034,39.0
318,6.8,0.56,0.03,1.7,0.084,18.0,0.9968,3.44,0.63,10.0,6,59.2408,17.0
689,9.5,0.86,0.26,1.9,0.079,13.0,0.99712,3.25,0.62,10.0,5,55.466120000000004,15.0
1040,6.2,0.785,1e-12,2.1,0.06,6.0,0.99664,3.59,0.61,10.0,4,37.341640000001,7.0
82,8.3,0.54,0.28,1.9,0.077,11.0,0.9978,3.39,0.61,10.0,6,66.0948,29.0
159,8.6,0.645,0.25,2.0,0.083,8.0,0.99815,3.28,0.6,10.0,6,54.45615,20.0
434,7.5,0.64,1e-12,2.4,0.077,18.0,0.9965,3.32,0.6,10.0,6,54.533500000001,11.0
40,7.8,0.59,0.18,2.3,0.076,17.0,0.9975,3.43,0.59,10.0,5,79.96350000000001,37.0
711,7.5,0.71,1e-12,1.6,0.092,22.0,0.99635,3.38,0.58,10.0,6,55.858350000001,9.0
186,8.0,0.52,0.03,1.7,0.07,10.0,0.99575,3.34,0.57,10.0,5,60.225750000000005,25.0
509,7.6,0.46,0.11,2.6,0.079,12.0,0.9968,3.21,0.57,10.0,5,74.6258,37.0
149,8.0,0.725,0.24,2.8,0.083,10.0,0.99685,3.35,0.56,10.0,6,88.75485,52.0
257,11.9,0.58,0.66,2.5,0.072,6.0,0.9992,3.05,0.56,10.0,5,67.3212,31.0
113,7.8,0.53,0.04,1.7,0.076,17.0,0.9964,3.33,0.56,10.0,6,56.0324,14.0
378,10.0,0.48,0.24,2.7,0.102,13.0,1.0,3.28,0.56,10.0,6,60.362,19.0
618,7.3,0.35,0.24,2.0,0.067,28.0,0.99576,3.43,0.54,10.0,4,72.92276,20.0
480,8.3,0.78,0.1,2.6,0.081,45.0,0.9983,3.48,0.53,10.0,5,113.8693,42.0
546,8.8,0.7,1e-12,1.7,0.069,8.0,0.99701,3.31,0.53,10.0,6,45.106010000001,11.0
947,7.2,0.835,1e-12,2.0,0.166,4.0,0.99608,3.39,0.52,10.0,5,36.107080000001,7.0
100,5.8,0.68,0.02,1.8,0.087,21.0,0.9944,3.54,0.52,10.0,5,117.4414,73.0
411,9.9,0.5,0.24,2.3,0.103,6.0,0.9978,3.34,0.52,10.0,4,41.900800000000004,8.0
623,8.8,0.61,0.19,4.0,0.094,30.0,0.99787,3.22,0.5,10.0,6,97.41187,39.0
710,7.7,1.005,0.15,2.1,0.102,11.0,0.99604,3.23,0.48,10.0,5,57.763040000000004,21.0
881,7.4,0.74,0.07,1.7,0.086,15.0,0.99502,3.12,0.48,10.0,5,72.59102,33.0
503,7.0,0.78,0.08,2.0,0.093,10.0,0.9956,3.4,0.47,10.0,5,43.818599999999996,9.0
342,10.2,0.67,0.39,1.9,0.054,6.0,0.9976,3.17,0.47,10.0,5,44.8516,11.0
7,7.3,0.65,1e-12,1.2,0.065,15.0,0.9946,3.39,0.47,10.0,7,45.069600000000996,6.0
556,7.2,1.0,1e-12,3.0,0.102,7.0,0.99586,3.43,0.46,10.0,5,42.187860000001,9.0
976,8.2,0.885,0.2,1.4,0.086,7.0,0.9946,3.11,0.46,10.0,5,56.3356,24.0
576,8.6,0.55,0.09,3.3,0.068,8.0,0.99735,3.23,0.44,10.0,5,44.27535,9.0
343,10.2,0.645,0.36,1.8,0.053,5.0,0.9982,3.17,0.42,10.0,6,41.6462,9.0
1074,6.7,0.76,0.02,1.8,0.078,6.0,0.996,3.55,0.63,9.95,3,36.483999999999995,6.0
59,8.6,0.49,0.28,1.9,0.11,20.0,0.9972,2.93,1.95,9.9,6,163.1572,116.0
200,7.7,0.27,0.68,3.5,0.358,5.0,0.9972,3.25,1.08,9.9,7,37.7352,5.0
172,7.3,0.66,1e-12,2.0,0.084,6.0,0.9983,3.61,0.96,9.9,6,48.512300000001,17.0
256,8.6,0.45,0.31,2.6,0.086,21.0,0.9982,3.37,0.91,9.9,6,77.2242,29.0
305,10.4,0.41,0.55,3.2,0.076,22.0,0.9996,3.15,0.89,9.9,6,83.57560000000001,32.0
596,11.6,0.47,0.44,1.6,0.147,36.0,0.99836,3.38,0.86,9.9,4,80.39536,15.0
767,11.6,0.41,0.54,1.5,0.095,22.0,0.99735,3.02,0.76,9.9,7,69.82235,19.0
604,7.4,0.68,0.16,1.8,0.078,12.0,0.9977,3.5,0.7,9.9,6,64.2157,27.0
176,7.1,0.6,1e-12,1.8,0.074,16.0,0.9972,3.47,0.7,9.9,6,58.641200000001,18.0
746,11.6,0.23,0.57,1.8,0.074,3.0,0.9981,3.14,0.7,9.9,6,37.012100000000004,5.0
293,6.8,0.77,1e-12,1.8,0.066,34.0,0.9976,3.62,0.68,9.9,5,76.633600000001,18.0
1094,7.2,0.53,0.13,2.0,0.0579999999999999,18.0,0.99573,3.21,0.68,9.9,6,46.70373,4.0
417,12.0,0.28,0.49,1.9,0.074,10.0,0.9976,2.98,0.66,9.9,7,50.2816,11.0
386,9.3,0.715,0.24,2.1,0.07,5.0,0.9966,3.12,0.59,9.9,5,47.031600000000005,15.0
579,8.4,0.52,0.22,2.7,0.084,4.0,0.99682,3.26,0.57,9.9,6,44.650819999999996,14.0
1109,6.6,0.88,0.04,2.2,0.066,12.0,0.99636,3.53,0.56,9.9,5,44.77236,8.0
92,7.9,1.04,0.05,2.2,0.084,13.0,0.9959,3.22,0.55,9.9,6,54.9399,16.0
1020,7.6,0.43,0.31,2.1,0.069,13.0,0.9958,3.26,0.54,9.9,6,99.2048,61.0
275,6.6,0.735,0.02,7.9,0.122,68.0,0.9994,3.47,0.53,9.9,5,154.2764,56.0
213,10.6,0.83,0.37,2.6,0.086,26.0,0.9981,3.16,0.52,9.9,5,99.0641,44.0
10,5.6,0.615,1e-12,1.6,0.089,16.0,0.9943,3.58,0.52,9.9,5,81.898300000001,43.0
1112,7.8,0.6,0.26,2.0,0.08,31.0,0.99622,3.21,0.52,9.9,5,156.36622,100.0
992,7.3,0.59,0.26,2.0,0.08,17.0,0.99584,3.28,0.52,9.9,5,128.92584,87.0
163,8.0,0.38,0.06,1.8,0.078,12.0,0.99625,3.37,0.52,9.9,6,74.10425000000001,37.0
994,7.9,0.69,0.21,2.1,0.08,33.0,0.9962,3.25,0.51,9.9,5,166.6362,108.0
977,7.2,0.45,0.15,2.0,0.078,10.0,0.99609,3.29,0.51,9.9,6,52.57409,18.0
502,8.4,1.035,0.15,6.0,0.073,11.0,0.999,3.37,0.49,9.9,5,84.417,43.0
980,8.0,0.6,0.22,2.1,0.08,25.0,0.99613,3.3,0.49,9.9,5,130.68613,80.0
479,8.6,0.8,0.11,2.3,0.084,12.0,0.9979,3.4,0.48,9.9,5,57.6719,19.0
1011,7.7,0.64,0.21,2.2,0.077,32.0,0.9956,3.27,0.45,9.9,5,158.4426,101.0
240,12.5,0.28,0.54,2.3,0.0819999999999999,12.0,0.9997,3.11,1.36,9.8,7,59.9717,17.0
436,11.5,0.31,0.51,2.2,0.079,14.0,0.9982,3.03,0.93,9.8,6,57.357200000000006,14.0
812,7.8,0.5,0.12,1.8,0.178,6.0,0.996,3.28,0.87,9.8,6,46.34400000000001,15.0
310,12.6,0.31,0.72,2.2,0.072,6.0,0.9987,2.88,0.82,9.8,8,59.4007,23.0
241,10.9,0.39,0.47,1.8,0.118,6.0,0.9982,3.3,0.75,9.8,6,42.5262,8.0
189,8.1,0.87,1e-12,3.3,0.096,26.0,1.00025,3.6,0.72,9.8,4,88.486250000001,35.0
151,7.8,0.735,0.08,2.4,0.092,10.0,0.9974,3.24,0.71,9.8,6,66.8544,31.0
202,9.9,0.59,0.07,3.4,0.102,32.0,1.00015,3.31,0.71,9.8,5,99.88215,39.0
1,7.8,0.88,1e-12,2.6,0.098,25.0,0.9968,3.2,0.68,9.8,5,93.05480000000101,42.0
254,12.6,0.38,0.66,2.6,0.088,10.0,1.001,3.17,0.68,9.8,6,71.979,31.0
1080,7.1,0.69,0.04,2.1,0.068,19.0,0.99712,3.44,0.67,9.8,5,51.90512,8.0
23,8.3,0.655,0.12,2.3,0.083,15.0,0.9966,3.17,0.66,9.8,5,139.0846,98.0
603,6.4,0.64,0.21,1.8,0.081,14.0,0.99689,3.59,0.66,9.8,5,55.177890000000005,17.0
78,8.4,0.62,0.09,2.2,0.084,11.0,0.9964,3.15,0.66,9.8,5,134.0004,97.0
2,7.8,0.76,0.04,2.3,0.092,15.0,0.997,3.26,0.65,9.8,5,79.699,39.0
659,7.4,0.61,0.01,2.0,0.074,13.0,0.99748,3.48,0.65,9.8,5,63.02148,25.0
561,6.5,0.46,0.14,2.4,0.114,9.0,0.99732,3.66,0.65,9.8,5,61.72132,28.0
590,6.7,0.54,0.13,2.0,0.076,15.0,0.9973,3.61,0.64,9.8,5,60.493300000000005,21.0
731,6.9,0.49,0.19,1.7,0.079,13.0,0.99547,3.38,0.64,9.8,6,50.17447,13.0
1132,6.2,0.46,0.29,2.1,0.074,32.0,0.99578,3.33,0.62,9.8,5,121.86978,66.0
137,6.4,0.37,0.25,1.9,0.074,21.0,0.9974,3.57,0.62,9.8,6,72.9814,28.0
559,7.1,0.52,0.03,2.6,0.076,21.0,0.99745,3.5,0.6,9.8,5,117.22345,71.0
413,8.8,0.47,0.49,2.9,0.085,17.0,0.9982,3.29,0.6,9.8,5,137.4332,93.0
21,7.8,0.645,1e-12,2.0,0.0819999999999999,8.0,0.9964,3.38,0.59,9.8,6,41.293400000001,8.0
562,7.1,0.59,0.01,2.5,0.077,20.0,0.99746,3.55,0.59,9.8,5,110.21446,65.0
883,7.5,0.58,0.14,2.2,0.077,27.0,0.9963,3.28,0.59,9.8,5,85.1633,33.0
331,8.7,0.82,0.02,1.2,0.07,36.0,0.9952,3.2,0.58,9.8,5,73.3852,12.0
884,7.1,0.72,1e-12,1.8,0.123,6.0,0.99627,3.45,0.58,9.8,5,38.569270000001,8.0
932,7.5,0.63,0.27,2.0,0.083,17.0,0.99616,3.26,0.58,9.8,6,116.11916,74.0
631,7.2,0.63,0.03,2.2,0.08,17.0,0.99745,3.53,0.58,9.8,6,113.04745,71.0
892,9.8,0.45,0.38,2.5,0.081,34.0,0.99726,3.15,0.58,9.8,5,93.73826,32.0
3,11.2,0.28,0.56,1.9,0.075,17.0,0.998,3.16,0.58,9.8,6,88.553,43.0
44,7.0,0.735,0.05,2.0,0.081,13.0,0.9966,3.39,0.57,9.8,5,78.6226,41.0
68,7.6,0.9,0.06,2.5,0.079,5.0,0.9967,3.39,0.56,9.8,5,35.8857,5.0
942,7.4,0.6,0.26,2.1,0.083,17.0,0.99616,3.29,0.56,9.8,6,116.08915999999999,74.0
489,9.2,0.92,0.24,2.6,0.087,12.0,0.9998,3.48,0.54,9.8,5,120.8668,81.0
845,7.7,0.57,0.21,1.5,0.069,4.0,0.99458,3.16,0.54,9.8,6,33.543580000000006,5.0
483,8.5,0.46,0.31,2.25,0.078,32.0,0.998,3.33,0.54,9.8,5,84.26599999999999,26.0
927,7.5,0.61,0.26,1.9,0.073,24.0,0.99612,3.3,0.53,9.8,5,112.96912,64.0
817,8.3,0.6,0.25,2.2,0.118,9.0,0.99616,3.15,0.53,9.8,5,63.944160000000004,29.0
508,9.9,0.74,0.28,2.6,0.078,21.0,0.998,3.28,0.51,9.8,5,105.18599999999999,56.0
414,10.6,0.31,0.49,2.2,0.063,18.0,0.9976,3.14,0.51,9.8,6,68.1106,22.0
541,8.1,0.87,1e-12,2.2,0.084,10.0,0.99656,3.25,0.5,9.8,5,56.800560000001,21.0
972,8.0,0.77,0.32,2.1,0.079,16.0,0.99656,3.27,0.5,9.8,6,99.83556,58.0
970,7.3,0.74,0.08,1.7,0.094,10.0,0.99576,3.24,0.5,9.8,5,69.44976,35.0
169,7.7,0.58,0.1,1.8,0.102,28.0,0.99565,3.08,0.49,9.8,6,133.64765,81.0
988,7.1,0.62,0.06,1.3,0.07,5.0,0.9942,3.17,0.48,9.8,5,35.5942,7.0
426,8.5,0.585,0.18,2.1,0.078,5.0,0.9967,3.2,0.48,9.8,6,55.9197,25.0
1010,7.8,0.53,0.01,1.6,0.077,3.0,0.995,3.16,0.46,9.8,5,43.432,16.0
363,10.7,0.4,0.48,2.1,0.125,15.0,0.998,3.03,0.81,9.7,6,77.343,34.0
215,7.2,0.65,0.02,2.3,0.094,5.0,0.9993,3.67,0.8,9.7,5,56.4333,26.0
1079,6.4,0.36,0.21,2.2,0.047,26.0,0.99661,3.47,0.77,9.7,6,72.15361,22.0
1029,6.8,0.67,1e-12,1.9,0.08,22.0,0.99701,3.4,0.74,9.7,5,63.287010000001004,17.0
27,8.1,0.38,0.28,2.1,0.066,13.0,0.9968,3.23,0.73,9.7,7,55.582800000000006,17.0
336,9.3,0.27,0.41,2.0,0.091,6.0,0.998,3.28,0.7,9.7,5,42.748999999999995,10.0
567,7.4,0.37,0.43,2.6,0.0819999999999999,18.0,0.99708,3.33,0.68,9.7,6,107.58908,64.0
1042,6.8,0.59,0.1,1.7,0.063,34.0,0.9958,3.41,0.67,9.7,5,77.0288,19.0
79,10.1,0.31,0.44,2.3,0.08,22.0,0.9988,3.32,0.67,9.7,6,73.9188,24.0
234,13.4,0.27,0.62,2.6,0.0819999999999999,6.0,1.0002,3.16,0.67,9.7,6,52.5022,15.0
14,7.6,0.39,0.31,2.3,0.0819999999999999,23.0,0.9982,3.52,0.65,9.7,5,96.5502,48.0
1088,6.7,0.48,0.08,2.1,0.064,18.0,0.99552,3.33,0.64,9.7,5,58.08951999999999,16.0
17,6.9,0.4,0.14,2.4,0.085,21.0,0.9968,3.43,0.63,9.7,6,64.68180000000001,19.0
229,9.3,0.61,0.26,3.4,0.09,25.0,0.99975,3.24,0.62,9.7,5,115.21974999999999,62.0
905,7.0,0.69,1e-12,1.9,0.114,3.0,0.99636,3.35,0.6,9.7,6,34.350360000001004,7.0
588,7.0,0.685,1e-12,1.9,0.099,9.0,0.99606,3.34,0.6,9.7,5,46.320060000001,13.0
569,7.1,0.61,0.02,2.5,0.081,17.0,0.99745,3.48,0.6,9.7,6,112.08845,70.0
1097,7.0,0.55,0.13,2.2,0.075,15.0,0.9959,3.36,0.59,9.7,6,59.600899999999996,20.0
1066,7.7,0.54,0.26,1.9,0.089,23.0,0.99636,3.26,0.59,9.7,5,172.03536000000003,124.0
628,7.2,0.66,0.03,2.3,0.078,16.0,0.99743,3.53,0.57,9.7,5,111.06543,70.0
435,9.6,0.6,0.5,2.3,0.079,28.0,0.9997,3.5,0.57,9.7,5,98.8487,43.0
544,9.0,0.58,0.25,2.8,0.075,9.0,0.99779,3.23,0.57,9.7,5,131.20279,95.0
420,9.0,0.45,0.49,2.6,0.084,21.0,0.9987,3.35,0.57,9.7,5,102.2427,54.0
472,9.4,0.59,0.14,2.0,0.084,25.0,0.9981,3.14,0.56,9.7,5,74.6121,23.0
1046,7.3,0.98,0.05,2.1,0.061,20.0,0.99705,3.31,0.55,9.7,3,74.04805,29.0
451,8.7,0.84,1e-12,1.4,0.065,24.0,0.9954,3.27,0.55,9.7,5,58.52040000000099,9.0
1060,7.0,0.655,0.16,2.1,0.074,8.0,0.99606,3.37,0.55,9.7,5,49.60506,17.0
138,7.6,0.55,0.21,2.2,0.071,7.0,0.9964,3.28,0.55,9.7,5,53.1574,21.0
501,9.1,0.765,0.04,1.6,0.078,4.0,0.998,3.29,0.54,9.7,4,40.111,10.0
616,7.2,0.635,0.07,2.6,0.077,16.0,0.99748,3.51,0.54,9.7,5,111.32948,70.0
155,7.5,0.49,0.19,1.9,0.076,10.0,0.9957,3.39,0.54,9.7,5,68.7817,34.0
615,7.2,0.62,0.06,2.5,0.078,17.0,0.99746,3.51,0.53,9.7,5,109.19546,67.0
495,9.4,0.615,0.28,3.2,0.087,18.0,1.0001,3.31,0.53,9.7,5,100.1221,54.0
550,7.1,0.59,0.02,2.3,0.0819999999999999,24.0,0.99744,3.55,0.53,9.7,6,118.86944,70.0
133,8.9,0.31,0.57,2.0,0.111,26.0,0.9971,3.26,0.53,9.7,5,111.3781,59.0
726,8.9,0.745,0.18,2.5,0.077,15.0,0.99739,3.2,0.47,9.7,6,74.76939,33.0
1047,10.0,0.69,0.11,1.4,0.084,8.0,0.99578,2.88,0.47,9.7,5,50.32978,16.0
945,8.4,0.39,0.1,1.7,0.075,6.0,0.99581,3.09,0.43,9.7,6,49.88081,19.0
93,8.4,0.745,0.11,1.9,0.09,16.0,0.9965,3.19,0.82,9.6,5,88.8515,47.0
468,7.2,0.52,0.07,1.4,0.074,5.0,0.9973,3.32,0.81,9.6,6,43.991299999999995,15.0
1006,10.0,0.32,0.59,2.2,0.077,3.0,0.9994,3.2,0.78,9.6,5,42.7664,12.0
573,8.7,0.46,0.31,2.5,0.126,24.0,0.99746,3.1,0.74,9.6,5,90.53346,40.0
214,7.1,0.63,0.06,2.0,0.083,8.0,0.99855,3.67,0.73,9.6,5,53.87155,21.0
867,9.0,0.58,0.25,2.0,0.104,8.0,0.99769,3.27,0.72,9.6,5,47.52168999999999,13.0
533,7.2,0.5,0.18,2.1,0.071,12.0,0.99761,3.52,0.72,9.6,6,55.88861,19.0
471,7.2,0.57,0.06,1.6,0.076,9.0,0.9972,3.36,0.7,9.6,6,51.163199999999996,18.0
500,7.5,0.38,0.48,2.6,0.073,22.0,0.9972,3.32,0.7,9.6,4,109.65020000000001,62.0
164,8.5,0.37,0.2,2.8,0.09,18.0,0.998,3.34,0.7,9.6,6,84.59800000000001,40.0
384,9.2,0.59,0.24,3.3,0.1009999999999999,20.0,0.9988,3.26,0.67,9.6,5,74.9598,27.0
520,9.5,0.55,0.66,2.3,0.387,12.0,0.9982,3.17,0.67,9.6,5,64.83520000000001,25.0
578,7.7,0.56,0.08,2.5,0.114,14.0,0.9971,3.24,0.66,9.6,6,71.4511,32.0
1089,6.8,0.47,0.08,2.2,0.064,18.0,0.99553,3.3,0.65,9.6,6,62.159530000000004,20.0
60,7.7,0.49,0.26,1.9,0.062,9.0,0.9966,3.39,0.64,9.6,5,56.0386,22.0
39,10.2,0.42,0.57,3.4,0.07,4.0,0.9971,3.04,0.63,9.6,5,38.927099999999996,6.0
984,7.4,0.64,0.07,1.8,0.1,8.0,0.9961,3.3,0.58,9.6,5,47.4861,15.0
323,9.2,0.63,0.21,2.7,0.0969999999999999,29.0,0.9988,3.28,0.58,9.6,5,92.29580000000001,36.0
284,12.5,0.46,0.49,4.5,0.07,26.0,0.9981,3.05,0.57,9.6,4,81.2381,23.0
111,7.6,0.95,0.03,2.0,0.09,7.0,0.9959,3.2,0.56,9.6,5,45.02589999999999,13.0
126,7.0,0.805,1e-12,2.5,0.068,7.0,0.9969,3.48,0.56,9.6,5,45.009900000001,13.0
25,7.8,0.645,1e-12,5.5,0.086,5.0,0.9986,3.4,0.55,9.6,6,46.579600000001,13.0
551,7.9,0.72,0.01,1.9,0.076,7.0,0.99668,3.39,0.54,9.6,5,57.13268,25.0
587,9.1,0.66,0.15,3.2,0.0969999999999999,9.0,0.99976,3.28,0.54,9.6,5,86.62675999999999,50.0
568,8.8,0.64,0.17,2.9,0.084,25.0,0.99818,3.23,0.54,9.6,5,156.96218,105.0
481,10.8,0.26,0.45,3.3,0.06,20.0,0.9972,3.13,0.54,9.6,5,78.1372,29.0
725,8.1,0.82,1e-12,4.1,0.095,5.0,0.99854,3.36,0.53,9.6,5,41.603540000001,9.0
1028,7.4,0.785,0.19,5.2,0.094,19.0,0.99713,3.16,0.52,9.6,6,125.94613,79.0
946,9.1,0.775,0.22,2.2,0.079,12.0,0.9976,3.18,0.51,9.6,5,74.66159999999999,36.0
461,10.7,0.43,0.39,2.2,0.106,8.0,0.9986,2.89,0.5,9.6,5,59.8146,24.0
764,6.8,0.48,0.08,1.8,0.074,40.0,0.99529,3.12,0.49,9.6,5,87.43929,24.0
522,7.3,0.835,0.03,2.1,0.092,10.0,0.9966,3.39,0.47,9.6,5,43.8136,9.0
876,8.1,0.73,1e-12,2.5,0.081,12.0,0.99798,3.38,0.46,9.6,4,49.848980000001,12.0
839,8.8,0.955,0.05,1.8,0.075,5.0,0.99616,3.3,0.44,9.6,4,45.01616,14.0
510,8.4,0.56,0.04,2.0,0.0819999999999999,10.0,0.9976,3.22,0.44,9.6,5,47.3396,12.0
415,12.3,0.5,0.49,2.2,0.089,5.0,1.0002,3.19,0.44,9.6,5,43.809200000000004,9.0
545,9.3,0.655,0.26,2.0,0.096,5.0,0.99738,3.25,0.42,9.6,5,61.57838,30.0
990,8.6,0.685,0.1,1.6,0.092,3.0,0.99745,3.31,0.65,9.55,6,37.584450000000004,9.0
991,8.7,0.675,0.1,1.6,0.09,4.0,0.99745,3.31,0.65,9.55,5,36.67245,7.0
514,7.1,0.31,0.3,2.2,0.053,36.0,0.9965,2.94,1.62,9.5,5,152.0195,91.0
161,8.9,0.59,0.5,2.0,0.337,27.0,0.9964,3.04,1.61,9.5,6,108.4734,54.0
61,9.3,0.39,0.44,2.1,0.107,34.0,0.9978,3.14,1.22,9.5,5,152.1948,91.0
77,7.8,0.56,0.19,1.8,0.104,12.0,0.9964,3.19,0.93,9.5,5,72.0704,35.0
